AccountID,CustomerID,AccountType,CurrentBalance,OverdraftLimit,AccountStatus
502118,101370,Savings,38357.8,0,Open
502119,101371,Savings,42779.9,0,Open
502120,101372,Current,8290.33,1000,Open
502121,101373,Current,15294.05,0,Open
502122,101374,Current,46608.18,0,Open
502123,101375,Current,19508.68,1000,Open
502124,101376,Current,11630.68,500,Open
502125,101377,Savings,113102.59,0,Open
502126,101378,Savings,90249.55,0,Open
502127,101379,ISA,39613.05,0,Open
502128,101380,Current,8709.98,0,Open
502129,101381,Savings,63619.94,0,Open
502130,101381,Current,3519.66,1500,Open
502131,101382,ISA,60628.86,0,Open
502132,101382,Current,3154.69,1000,Open
502133,101382,Savings,73443.49,0,Open
502134,101383,Savings,4545.85,0,Open
502135,101383,Savings,28803.65,0,Open
502136,101384,Savings,8061.64,0,Open
502137,101384,Current,10410.4,0,Open
502138,101385,Savings,5069.67,0,Open
502139,101385,Current,27592.28,0,Open
502140,101385,Current,12153.94,0,Open
502141,101386,Savings,38540.56,0,Open
502142,101387,Savings,39269.26,0,Open
502143,101387,Current,4112.21,0,Open
502144,101388,ISA,97440.03,0,Open
502145,101389,Savings,9956.24,0,Open
502146,101390,Current,4147.9,500,Open
502147,101391,Current,25718.52,500,Open
502148,101391,ISA,51833.89,0,Open
502149,101391,Current,51853.05,0,Open
502150,101392,Current,18834.97,0,Open
502151,101392,Current,20103.8,1500,Open
502152,101392,Current,16095.78,0,Open
502153,101393,Current,4349.0,0,Open
502154,101394,Current,15283.38,0,Open
502155,101395,Current,5734.51,1000,Open
502156,101395,Current,5554.27,0,Open
502157,101396,ISA,8689.78,0,Open
502158,101396,ISA,45180.05,0,Open
502159,101396,Savings,47269.6,0,Open
502160,101397,Current,26539.67,0,Open
502161,101397,Current,62137.75,2000,Open
502162,101397,Current,4918.21,0,Open
502163,101398,ISA,49062.97,0,Open
502164,101399,Current,44796.4,2000,Open
502165,101399,Savings,53206.41,0,Open
502166,101400,Current,1306.15,1500,Open
502167,101401,ISA,25427.73,0,Open
502168,101402,Current,31475.56,0,Open
502169,101402,Current,27121.68,0,Open
502170,101403,Current,27247.72,1000,Open
502171,101404,Savings,43123.85,0,Open
502172,101405,Current,26566.66,1000,Open
502173,101406,Current,12129.52,500,Open
502174,101406,Current,7164.44,500,Open
502175,101406,Savings,10482.92,0,Open
502176,101407,ISA,25428.47,0,Open
502177,101408,Current,20893.38,0,Open
502178,101408,Current,1118.89,0,Open
502179,101408,Current,6674.08,0,Open
502180,101409,Savings,10485.08,0,Open
502181,101409,Savings,28417.23,0,Open
502182,101410,Current,8880.28,1500,Open
502183,101411,Current,8296.81,2000,Open
502184,101411,Current,5921.81,1500,Open
502185,101411,Savings,19526.32,0,Open
502186,101412,Savings,37778.98,0,Open
502187,101412,Current,20829.63,1500,Open
502188,101413,Savings,12131.16,0,Open
502189,101413,Savings,14516.63,0,Open
502190,101414,Current,14928.46,1500,Open
502191,101414,Current,24759.17,0,Open
502192,101415,Current,1907.69,2000,Open
502193,101415,Current,22992.8,1500,Open
502194,101416,Current,19405.19,1000,Open
502195,101416,Savings,60539.22,0,Open
502196,101417,Current,45847.16,1000,Open
502197,101417,Savings,17792.05,0,Open
502198,101418,Current,5472.19,0,Open
502199,101419,Current,3748.56,0,Dormant
502200,101420,Savings,11366.69,0,Open
502201,101421,Savings,18970.25,0,Open
502202,101421,Savings,9001.07,0,Open
502203,101422,Savings,12751.21,0,Open
502204,101423,ISA,8577.14,0,Open
502205,101424,Current,18918.9,1000,Open
502206,101424,Savings,86765.83,0,Dormant
502207,101425,Current,23312.67,0,Open
502208,101425,Current,32593.6,0,Open
502209,101426,Savings,41318.52,0,Open
502210,101426,Current,24367.87,1000,Open
502211,101427,Savings,14834.56,0,Open
502212,101427,Savings,12750.5,0,Open
502213,101428,Savings,32221.26,0,Open
502214,101428,Current,12389.68,1000,Open
502215,101429,Current,11616.68,1500,Open
502216,101429,Current,22543.05,0,Open
502217,101430,Current,13787.35,0,Open
502218,101430,Current,7921.7,0,Open
502219,101431,Savings,14683.11,0,Open
502220,101432,Current,4645.79,1000,Open
502221,101432,Current,54562.04,0,Open
502222,101432,Savings,27481.8,0,Open
502223,101433,Current,9154.37,0,Open
502224,101434,ISA,198125.62,0,Open
502225,101435,Current,11905.25,1500,Open
502226,101436,Savings,150296.31,0,Open
502227,101437,Current,4425.31,500,Open
502228,101437,Savings,38888.61,0,Open
502229,101437,Current,12782.82,500,Open
502230,101438,ISA,15605.66,0,Open
502231,101439,Current,51966.95,1500,Open
502232,101440,Current,15495.33,0,Open
502233,101440,Current,2188.32,0,Open
502234,101441,Current,16230.21,0,Open
502235,101442,Current,2631.51,0,Open
502236,101443,Current,11930.61,1000,Open
502237,101444,Current,2284.11,1000,Open
502238,101444,Current,22743.37,500,Open
502239,101444,ISA,46701.61,0,Open
502240,101445,Current,3291.94,500,Open
502241,101445,Savings,28957.19,0,Open
502242,101446,Savings,3587.41,0,Open
502243,101447,Current,40003.51,0,Open
502244,101448,Current,29206.03,1500,Open
502245,101449,Current,17900.63,1000,Open
502246,101450,Current,0.0,0,Open
502247,101450,Current,9245.8,2000,Open
502248,101451,Savings,16274.97,0,Open
502249,101451,ISA,33037.2,0,Open
502250,101452,Current,17440.29,0,Open
502251,101453,Current,12446.14,0,Open
502252,101454,Savings,8775.76,0,Open
502253,101455,Savings,10637.89,0,Dormant
502254,101456,Current,21668.93,1000,Open
502255,101457,Savings,28374.66,0,Open
502256,101458,Current,24875.07,1000,Open
502257,101458,ISA,50051.21,0,Open
502258,101459,Savings,20882.28,0,Open
502259,101460,Savings,15035.16,0,Open
502260,101461,Savings,18914.24,0,Open
502261,101461,ISA,58926.69,0,Open
502262,101462,Current,12212.18,500,Open
502263,101463,Current,40422.63,1500,Open
502264,101463,Savings,22336.21,0,Open
502265,101463,Savings,21888.63,0,Open
502266,101464,Current,17784.45,1500,Open
502267,101465,Savings,32401.31,0,Open
502268,101466,Current,914.49,1500,Open
502269,101467,Current,16205.15,1500,Open
502270,101467,Current,2179.99,1500,Open
502271,101467,Current,615.08,0,Open
502272,101468,Current,1799.12,500,Open
502273,101469,Current,52527.18,0,Open
502274,101469,Savings,77708.44,0,Open
502275,101469,Savings,105902.44,0,Open
502276,101470,Savings,52362.32,0,Open
502277,101470,Savings,8875.43,0,Open
502278,101471,ISA,6269.8,0,Open
502279,101471,Current,13557.51,1000,Open
502280,101472,Current,17983.95,0,Open
502281,101472,Current,24055.73,1000,Open
502282,101473,Savings,3407.74,0,Open
502283,101473,Current,7984.4,2000,Open
502284,101474,Current,11058.49,0,Open
502285,101475,Savings,51211.41,0,Open
502286,101476,Current,8376.69,2000,Open
502287,101477,Current,18401.41,1000,Open
502288,101478,Current,12468.71,1500,Open
502289,101479,ISA,60358.6,0,Open
502290,101480,Current,35971.84,0,Open
502291,101481,Current,12447.55,1000,Dormant
502292,101481,Savings,9585.83,0,Open
502293,101482,Current,5432.82,1000,Dormant
502294,101483,Current,1927.3,2000,Open
502295,101484,Current,12303.54,2000,Open
502296,101485,Savings,41310.46,0,Open
502297,101486,Current,15277.98,1000,Open
502298,101486,Current,17877.07,2000,Open
502299,101487,Savings,125151.52,0,Open
502300,101488,Current,14267.29,0,Open
502301,101489,Savings,32083.96,0,Dormant
502302,101490,Current,18456.5,500,Open
502303,101490,ISA,8904.42,0,Open
502304,101490,Current,31473.24,0,Open
502305,101491,Current,99535.86,500,Dormant
502306,101492,Savings,62484.63,0,Open
502307,101492,Current,4491.98,0,Open
502308,101492,Current,18621.34,0,Open
502309,101493,Current,5103.2,1500,Open
502310,101494,Savings,25085.19,0,Open
502311,101494,Current,3986.51,2000,Open
502312,101495,ISA,3881.02,0,Open
502313,101496,Current,9687.36,1000,Open
502314,101497,Current,31040.06,0,Open
502315,101498,Savings,23102.58,0,Open
502316,101499,Current,13449.1,0,Open
502317,101499,Current,27812.83,0,Open
502318,101500,Savings,8711.54,0,Dormant
502319,101501,Current,8023.14,0,Open
502320,101502,Current,30509.29,1000,Open
502321,101503,Current,64205.6,0,Open
502322,101504,Current,5519.02,500,Dormant
502323,101505,Savings,14474.66,0,Dormant
502324,101505,Savings,0.0,0,Open
502325,101506,Current,14270.46,0,Open
502326,101507,Savings,35743.68,0,Open
502327,101507,Current,4078.53,1000,Open
502328,101508,Current,7084.31,500,Open
502329,101508,Current,28295.98,0,Open
502330,101509,Current,48506.56,0,Open
502331,101509,Savings,41177.37,0,Open
502332,101509,Current,20543.21,0,Open
502333,101510,Current,4912.62,0,Open
502334,101510,Savings,22730.01,0,Open
502335,101510,Savings,12137.9,0,Open
502336,101511,Current,85861.77,500,Open
502337,101511,Current,8435.17,1500,Open
502338,101512,Savings,11622.58,0,Open
502339,101513,ISA,31982.71,0,Open
502340,101514,Savings,42393.08,0,Open
502341,101515,Current,18204.16,0,Open
502342,101515,Savings,5324.87,0,Open
502343,101516,Current,39867.29,1000,Open
502344,101517,Current,3726.04,500,Open
502345,101518,ISA,8342.14,0,Open
502346,101518,Current,8741.11,1000,Open
502347,101519,Current,20725.29,1500,Open
502348,101520,Savings,34643.51,0,Open
502349,101520,Current,6124.93,2000,Open
502350,101521,ISA,59039.3,0,Open
502351,101521,Savings,104796.15,0,Open
502352,101522,Current,10494.22,1000,Open
502353,101523,Current,7406.49,0,Open
502354,101523,Current,24314.07,500,Open
502355,101523,Current,2529.0,1500,Open
502356,101524,Savings,31334.74,0,Open
502357,101524,Savings,15692.65,0,Open
502358,101525,Current,58390.86,0,Open
502359,101526,Current,4142.19,0,Open
502360,101526,Savings,5511.91,0,Open
502361,101527,Savings,29793.86,0,Open
502362,101528,Current,2111.47,2000,Open
502363,101529,Current,10634.15,0,Open
502364,101530,ISA,52691.51,0,Open
502365,101531,Current,7773.85,1000,Open
502366,101532,Current,3572.15,0,Open
502367,101532,Current,21537.32,0,Open
502368,101532,Current,2711.09,500,Open
502369,101533,Current,29579.44,0,Dormant
502370,101534,Current,26900.98,0,Open
502371,101535,Savings,26756.83,0,Open
502372,101536,Savings,10383.79,0,Dormant
502373,101537,Current,40589.3,1000,Open
502374,101538,ISA,12267.1,0,Dormant
502375,101539,Current,35969.94,1500,Open
502376,101540,Savings,93816.85,0,Open
502377,101541,Current,32206.61,0,Open
502378,101542,Savings,60998.36,0,Open
502379,101543,ISA,47040.63,0,Open
502380,101543,Current,3798.77,500,Open
502381,101544,Savings,8080.77,0,Open
502382,101545,Savings,72977.91,0,Open
502383,101546,Current,45191.57,1000,Open
502384,101547,Current,20820.61,2000,Open
502385,101548,Savings,41652.32,0,Open
502386,101548,Current,32461.02,0,Open
502387,101549,Savings,115850.23,0,Open
502388,101549,Current,50040.33,500,Open
502389,101550,Current,13523.51,1500,Open
502390,101550,Savings,36810.13,0,Dormant
502391,101551,Current,7800.94,2000,Open
502392,101551,ISA,18778.54,0,Dormant
502393,101552,ISA,49166.61,0,Open
502394,101552,Current,14157.83,0,Open
502395,101553,Savings,1215.06,0,Open
502396,101554,Savings,24761.32,0,Open
502397,101554,Current,6738.61,1000,Open
502398,101555,ISA,50600.89,0,Open
502399,101556,Current,4250.3,0,Open
502400,101557,Savings,0.0,0,Open
502401,101558,Current,16812.12,0,Open
502402,101558,Current,9283.32,2000,Open
502403,101558,Savings,5346.0,0,Open
502404,101559,Current,23667.86,0,Open
502405,101559,Savings,10910.68,0,Open
502406,101560,Savings,90886.0,0,Open
502407,101561,Current,29736.25,0,Open
502408,101562,ISA,5465.7,0,Open
502409,101563,Savings,30420.42,0,Open
502410,101564,Current,16516.87,500,Open
502411,101565,Current,9287.65,0,Open
502412,101566,Savings,12705.34,0,Open
502413,101566,Savings,0.0,0,Open
502414,101567,Savings,10454.53,0,Open
502415,101568,ISA,4478.46,0,Open
502416,101569,Current,12068.83,0,Open
502417,101569,Savings,50472.6,0,Open
502418,101570,ISA,26981.21,0,Open
502419,101571,Current,12024.24,0,Open
502420,101572,Current,6132.74,0,Open
502421,101573,Savings,51593.92,0,Open
502422,101574,Current,13020.89,1000,Open
502423,101574,Savings,12767.79,0,Open
502424,101575,Savings,65519.68,0,Open
502425,101575,Savings,46411.47,0,Open
502426,101576,ISA,24037.13,0,Open
502427,101577,Savings,23575.51,0,Open
502428,101578,Current,9599.9,500,Open
502429,101578,Current,3285.92,0,Open
502430,101578,Savings,29474.05,0,Open
502431,101579,Savings,65043.95,0,Open
502432,101579,ISA,40772.76,0,Open
502433,101580,Current,21802.59,0,Open
502434,101581,Current,6961.5,1000,Open
502435,101582,Savings,13856.49,0,Open
502436,101582,Current,26587.34,1500,Dormant
502437,101583,Current,2835.22,500,Open
502438,101584,Savings,114863.47,0,Open
502439,101584,Current,78885.75,500,Open
502440,101585,Current,22731.69,0,Open
502441,101586,Current,32172.51,1000,Open
502442,101587,Current,26024.71,0,Open
502443,101587,Current,7104.82,1000,Open
502444,101588,Current,29473.57,0,Open
502445,101588,Current,21334.06,0,Open
502446,101589,Current,8639.99,0,Open
502447,101589,Savings,44671.7,0,Open
502448,101590,Current,11640.42,2000,Open
502449,101590,Current,25450.78,1000,Open
502450,101590,Savings,12496.4,0,Open
502451,101591,Current,23008.25,1000,Open
502452,101592,Current,21492.39,1500,Open
502453,101593,Savings,22345.94,0,Open
502454,101593,Savings,14130.32,0,Open
502455,101593,Savings,42073.15,0,Open
502456,101594,Savings,94733.2,0,Open
502457,101595,Savings,24797.99,0,Open
502458,101596,Current,9722.4,2000,Open
502459,101597,Current,31581.14,0,Open
502460,101597,Current,15571.35,1000,Open
502461,101598,Current,10119.0,0,Dormant
502462,101599,Current,49862.22,1000,Open
502463,101599,Savings,10198.02,0,Open
502464,101600,Savings,91990.44,0,Open
502465,101600,Current,25955.61,1000,Open
502466,101601,ISA,64456.7,0,Open
502467,101602,Savings,149755.96,0,Open
502468,101602,Savings,4615.25,0,Open
502469,101603,Current,9305.86,1500,Open
502470,101603,Current,10141.55,0,Dormant
502471,101603,Current,2737.18,1500,Open
502472,101604,Current,10908.55,1500,Open
502473,101605,Current,11415.9,0,Open
502474,101606,Current,5087.08,0,Open
502475,101607,Current,22062.79,500,Open
502476,101607,Current,5306.46,1000,Open
502477,101608,Current,15059.7,0,Dormant
502478,101609,Current,28579.06,2000,Open
502479,101610,Current,4393.57,1500,Open
502480,101610,Current,4585.16,1500,Open
502481,101611,Current,28743.26,0,Open
502482,101611,Savings,51485.8,0,Open
502483,101612,ISA,9028.96,0,Open
502484,101612,Current,26135.03,0,Open
502485,101612,Current,12075.97,0,Open
502486,101613,Savings,6696.11,0,Open
502487,101614,Current,11262.05,1000,Open
502488,101615,Current,750.7,0,Open
502489,101615,Current,6444.79,0,Open
502490,101615,Current,12171.29,0,Open
502491,101616,ISA,66783.95,0,Open
502492,101616,Current,9866.98,0,Open
502493,101617,Current,5532.46,2000,Dormant
502494,101618,Savings,6814.52,0,Open
502495,101618,Current,21130.05,1000,Open
502496,101619,Savings,15508.88,0,Open
502497,101620,Current,10445.0,2000,Open
502498,101621,Current,4397.12,0,Open
502499,101621,Current,15175.84,500,Open
502500,101622,Current,27500.98,0,Open
502501,101623,Savings,35362.23,0,Open
502502,101624,Current,16345.08,500,Open
502503,101625,Savings,52629.86,0,Open
502504,101626,Current,22900.89,0,Open
502505,101627,Current,11923.31,0,Open
502506,101628,Current,7613.11,0,Open
502507,101628,Current,11399.47,1500,Open
502508,101629,Current,44935.54,500,Open
502509,101630,Current,12380.34,0,Open
502510,101631,Current,3705.6,2000,Open
502511,101631,Current,35642.51,0,Open
502512,101632,Savings,90941.57,0,Open
502513,101632,Current,21561.57,1000,Open
502514,101632,Current,24479.24,2000,Open
502515,101633,Savings,11285.6,0,Open
502516,101634,Savings,47558.54,0,Open
502517,101635,Savings,45102.48,0,Open
502518,101636,Current,5604.6,2000,Open
502519,101636,Current,28972.96,500,Dormant
502520,101637,Savings,40388.73,0,Open
502521,101638,Current,0.0,2000,Open
502522,101638,Current,2579.92,0,Open
502523,101639,Current,18907.71,1500,Open
502524,101639,Current,3907.06,500,Open
502525,101640,Savings,36597.63,0,Open
502526,101641,Current,23340.07,1500,Open
502527,101642,Current,10108.7,0,Open
502528,101643,Current,26850.55,0,Open
502529,101644,Current,8949.73,1000,Open
502530,101644,Current,0.0,2000,Open
502531,101645,ISA,132972.54,0,Open
502532,101645,ISA,56854.67,0,Open
502533,101646,Savings,49238.87,0,Open
502534,101647,ISA,441.53,0,Open
502535,101648,Current,51747.34,1500,Open
502536,101649,Current,9788.68,0,Dormant
502537,101649,ISA,43580.42,0,Open
502538,101650,Savings,148567.57,0,Open
502539,101651,Current,10548.22,0,Open
502540,101652,ISA,82096.38,0,Open
502541,101652,Current,10590.28,0,Open
502542,101653,Savings,34915.61,0,Open
502543,101654,ISA,68451.87,0,Open
502544,101655,Current,18036.87,1000,Open
502545,101656,Savings,19545.67,0,Open
502546,101657,Current,18961.89,0,Open
502547,101657,Current,49762.27,0,Open
502548,101657,Current,30740.1,1000,Open
502549,101658,Savings,5622.83,0,Open
502550,101658,Current,14725.79,2000,Open
502551,101659,Savings,25529.25,0,Open
502552,101659,Current,47544.25,1500,Open
502553,101660,Savings,6617.28,0,Open
502554,101660,Current,15277.65,2000,Open
502555,101661,ISA,32352.1,0,Open
502556,101661,Savings,10004.29,0,Open
502557,101662,Savings,8679.2,0,Open
502558,101663,Current,12676.69,2000,Open
502559,101664,Current,6571.41,1000,Open
502560,101665,Savings,52865.77,0,Open
502561,101666,Current,19426.11,0,Open
502562,101666,Savings,35037.69,0,Open
502563,101667,Current,10586.34,0,Open
502564,101668,Current,23240.73,0,Open
502565,101669,Savings,88928.61,0,Open
502566,101670,Savings,34671.75,0,Open
502567,101671,Savings,11057.29,0,Open
502568,101671,Current,4781.74,500,Open
502569,101672,Current,29443.18,0,Open
502570,101672,Savings,153497.37,0,Open
502571,101673,Savings,27285.95,0,Open
502572,101674,Current,15825.21,0,Open
502573,101674,Current,23083.69,500,Open
502574,101674,ISA,37864.37,0,Open
502575,101675,Current,29263.56,500,Open
502576,101675,Savings,3525.29,0,Open
502577,101676,Current,1878.89,1000,Open
502578,101676,Savings,46617.09,0,Dormant
502579,101677,Current,6411.06,500,Open
502580,101678,Current,17740.02,1500,Open
502581,101679,Current,7918.53,0,Open
502582,101679,Current,39313.85,0,Open
502583,101680,Savings,60527.69,0,Open
502584,101681,Savings,37475.97,0,Open
502585,101682,Savings,22038.93,0,Open
502586,101683,Current,13334.9,1000,Open
502587,101684,Current,19603.65,1500,Open
502588,101685,Savings,15327.17,0,Open
502589,101686,Current,14936.87,0,Open
502590,101686,Current,37469.72,0,Open
502591,101687,Current,13600.94,500,Dormant
502592,101688,Current,19217.37,0,Open
502593,101689,Current,23848.98,1000,Open
502594,101689,Current,18763.1,1000,Open
502595,101690,Savings,35333.07,0,Open
502596,101690,Current,16445.14,1500,Open
502597,101691,Current,9155.24,0,Open
502598,101691,Savings,28566.53,0,Open
502599,101692,Savings,27761.58,0,Open
502600,101693,Current,13861.19,2000,Open
502601,101693,Savings,39430.08,0,Open
502602,101694,Current,8112.8,0,Open
502603,101695,Savings,38235.02,0,Open
502604,101695,Current,8489.54,0,Open
502605,101696,Savings,26392.81,0,Open
502606,101697,Current,13661.2,1000,Open
502607,101697,Savings,39901.0,0,Open
502608,101698,ISA,66452.59,0,Open
502609,101699,Savings,24072.38,0,Open
502610,101699,Savings,23864.28,0,Open
502611,101700,Current,14501.25,1000,Open
502612,101700,Savings,5884.29,0,Open
502613,101700,Current,39917.82,500,Open
502614,101701,Current,11607.53,1000,Open
502615,101702,Current,21069.49,0,Open
502616,101703,Current,19359.33,500,Dormant
502617,101704,Current,12988.97,2000,Open
502618,101705,Current,8092.71,0,Open
502619,101705,Current,7573.1,0,Open
502620,101706,Savings,85188.75,0,Open
502621,101707,Current,12197.01,500,Open
502622,101707,Savings,12085.4,0,Open
502623,101707,Savings,11525.71,0,Open
502624,101708,Current,1993.03,0,Open
502625,101709,Current,64912.13,0,Open
502626,101710,Current,10446.5,0,Open
502627,101710,ISA,33227.98,0,Open
502628,101711,Current,26927.14,500,Open
502629,101712,Current,59126.98,0,Open
502630,101713,Savings,13567.07,0,Open
502631,101713,Current,12767.15,0,Open
502632,101714,Savings,45423.6,0,Open
502633,101715,ISA,75856.06,0,Open
502634,101716,Current,49268.42,1000,Open
502635,101717,ISA,26106.03,0,Open
502636,101718,Current,1350.88,1000,Open
502637,101718,Current,11352.46,0,Open
502638,101719,Current,43744.77,1000,Open
502639,101719,Current,7224.14,500,Open
502640,101720,Current,12243.43,0,Open
502641,101721,Current,18850.31,500,Open
502642,101721,Savings,30649.3,0,Open
502643,101722,Savings,47778.94,0,Open
502644,101723,Current,32862.83,500,Open
502645,101724,Current,31652.18,1500,Open
502646,101724,Current,4408.38,500,Open
502647,101725,Current,17621.77,500,Open
502648,101726,Savings,47666.94,0,Open
502649,101727,Savings,3109.57,0,Open
502650,101727,Savings,15396.23,0,Open
502651,101728,Current,3864.0,1000,Open
502652,101729,Savings,51480.57,0,Open
502653,101730,Current,17887.77,1000,Open
502654,101730,Current,10813.9,0,Open
502655,101731,Current,15353.33,2000,Open
502656,101732,Current,8220.65,1000,Open
502657,101732,Current,6122.36,0,Open
502658,101733,Current,6663.06,0,Open
502659,101734,Current,4239.12,500,Open
502660,101734,Savings,16788.62,0,Open
502661,101734,Current,15420.52,0,Open
502662,101735,Current,85159.81,1500,Open
502663,101735,Current,59895.16,1500,Open
502664,101736,Current,3273.4,0,Open
502665,101736,Savings,29568.1,0,Open
502666,101736,Savings,16802.84,0,Open
502667,101737,Current,6061.05,0,Open
502668,101738,Current,16936.65,0,Open
502669,101739,Savings,23080.99,0,Open
502670,101739,Current,22748.74,0,Open
502671,101740,ISA,7814.63,0,Open
502672,101741,Current,17331.42,500,Open
502673,101742,ISA,17327.68,0,Open
502674,101742,Current,24683.17,0,Open
502675,101743,Current,12579.99,0,Open
502676,101743,Current,29488.86,500,Open
502677,101744,Savings,1869.7,0,Open
502678,101745,Savings,19820.41,0,Open
502679,101746,Current,36121.45,0,Dormant
502680,101746,Current,39731.92,1500,Open
502681,101747,Current,16763.63,0,Open
502682,101747,ISA,24201.82,0,Open
502683,101748,Current,24141.88,0,Open
502684,101748,Current,22049.7,2000,Open
502685,101749,Current,13619.51,500,Open
502686,101750,Current,19592.13,500,Open
502687,101751,Savings,47275.93,0,Open
502688,101752,Current,23242.59,0,Open
502689,101752,Current,31029.76,500,Open
502690,101753,Current,1345.93,500,Open
502691,101754,Savings,12838.49,0,Dormant
502692,101755,Current,4984.94,0,Open
502693,101756,Current,15175.77,1000,Open
502694,101757,Current,993.21,0,Open
502695,101758,ISA,114757.73,0,Open
502696,101759,Current,9496.28,0,Open
502697,101760,Current,2266.55,500,Open
502698,101761,Savings,76854.29,0,Open
502699,101762,Current,16163.85,1000,Open
502700,101762,ISA,31150.19,0,Open
502701,101763,Current,20453.63,0,Open
502702,101764,Current,5021.07,500,Open
502703,101764,Savings,6334.48,0,Open
502704,101764,Current,13964.7,2000,Open
502705,101765,ISA,2708.01,0,Dormant
502706,101766,Current,5776.58,0,Open
502707,101766,Savings,1987.67,0,Open
502708,101766,Current,5724.16,2000,Open
502709,101767,Current,34173.92,0,Open
502710,101768,Savings,55021.45,0,Open
502711,101769,ISA,77939.58,0,Open
502712,101769,ISA,14453.33,0,Open
502713,101769,Current,6317.98,0,Open
502714,101770,Savings,6324.83,0,Open
502715,101770,Current,6541.98,0,Open
502716,101771,Savings,33238.78,0,Open
502717,101771,Savings,85688.29,0,Open
502718,101771,Savings,87692.24,0,Open
502719,101772,Current,5730.36,0,Open
502720,101772,Current,2510.65,0,Open
502721,101772,Current,13070.19,0,Open
502722,101773,Savings,1971.04,0,Open
502723,101774,Savings,7998.01,0,Open
502724,101774,Current,6913.01,1500,Open
502725,101774,Savings,51417.9,0,Open
502726,101775,Savings,181439.44,0,Open
502727,101775,Current,42045.32,500,Open
502728,101776,Savings,42760.43,0,Open
502729,101777,Current,14377.63,0,Open
502730,101777,Savings,14624.67,0,Open
502731,101778,Savings,43790.15,0,Open
502732,101779,Savings,10997.54,0,Open
502733,101779,Current,1896.7,0,Open
502734,101780,Current,6103.51,1000,Open
502735,101781,Savings,47142.84,0,Open
502736,101781,ISA,45554.29,0,Open
502737,101781,Current,5205.87,1500,Open
502738,101782,Current,22197.14,500,Dormant
502739,101782,Current,5996.51,500,Open
502740,101783,Current,16393.82,0,Open
502741,101784,Current,1709.45,0,Open
502742,101784,ISA,3705.83,0,Open
502743,101785,Current,2507.7,2000,Open
502744,101786,ISA,12232.18,0,Open
502745,101787,Current,11167.49,0,Open
502746,101787,Savings,32934.3,0,Open
502747,101788,Savings,11937.58,0,Dormant
502748,101789,Savings,116061.19,0,Open
502749,101790,ISA,24694.77,0,Open
502750,101791,Savings,82671.69,0,Open
502751,101791,Current,18515.58,1500,Open
502752,101791,Current,26958.13,1000,Open
502753,101792,Current,37732.89,0,Open
502754,101793,Current,5281.1,0,Open
502755,101794,Current,6764.17,1000,Open
502756,101794,ISA,13381.08,0,Open
502757,101795,Current,12264.8,500,Open
502758,101795,Savings,15153.82,0,Open
502759,101796,Current,6153.9,2000,Open
502760,101797,Current,4712.83,0,Open
502761,101798,Savings,38799.35,0,Open
502762,101799,Current,33727.63,0,Open
502763,101799,Current,26797.7,0,Open
502764,101799,Savings,103799.26,0,Open
502765,101800,ISA,76681.86,0,Open
502766,101801,ISA,176028.16,0,Open
502767,101802,ISA,106415.48,0,Open
502768,101802,Current,50516.06,0,Open
502769,101803,Current,9138.02,0,Open
502770,101804,Savings,50331.79,0,Open
502771,101805,Current,6081.29,0,Open
502772,101806,Savings,10789.91,0,Open
502773,101807,Savings,14045.48,0,Open
502774,101808,Current,8270.73,0,Open
502775,101808,Savings,18177.84,0,Open
502776,101809,Savings,31642.92,0,Dormant
502777,101809,ISA,2708.03,0,Open
502778,101810,Current,17439.13,1500,Open
502779,101811,Savings,4304.5,0,Open
502780,101812,Current,23266.66,0,Open
502781,101812,Savings,12734.67,0,Open
502782,101813,Current,16458.6,500,Open
502783,101814,Savings,36092.75,0,Open
502784,101815,Current,19306.49,500,Open
502785,101816,Savings,87185.17,0,Open
502786,101817,ISA,17347.25,0,Open
502787,101818,Savings,16116.43,0,Open
502788,101819,Current,35908.76,1000,Open
502789,101819,Savings,27415.7,0,Dormant
502790,101820,Savings,12321.53,0,Open
502791,101820,Savings,60207.98,0,Open
502792,101821,Current,21133.56,1000,Open
502793,101822,Current,13593.95,1000,Open
502794,101822,Current,53610.86,1000,Open
502795,101823,ISA,110261.64,0,Open
502796,101823,Savings,31466.74,0,Open
502797,101824,Savings,5508.2,0,Open
502798,101825,Savings,53866.89,0,Open
502799,101826,Current,3679.63,1500,Open
502800,101827,Current,2462.71,0,Open
502801,101827,Savings,13915.72,0,Open
502802,101828,Current,20466.02,0,Open
502803,101829,Savings,13673.25,0,Open
502804,101830,Current,26827.36,0,Open
502805,101831,Savings,24482.46,0,Open
502806,101832,Current,12854.7,0,Open
502807,101832,Savings,15487.98,0,Open
502808,101833,Current,21167.74,0,Open
502809,101833,ISA,43913.06,0,Open
502810,101834,Current,64988.84,500,Open
502811,101835,Current,2782.27,0,Open
502812,101836,Current,19950.9,0,Open
502813,101836,Current,5990.12,0,Open
502814,101837,Current,18952.29,0,Open
502815,101838,Current,27258.98,1500,Open
502816,101839,Current,9844.02,0,Open
502817,101840,Savings,58239.84,0,Open
502818,101841,Current,19801.42,2000,Open
502819,101842,Current,8202.85,1000,Open
502820,101842,Current,6340.22,500,Open
502821,101843,Current,22125.72,2000,Open
502822,101844,Savings,44183.74,0,Open
502823,101845,ISA,102691.02,0,Open
502824,101846,Current,7447.87,500,Open
